names,GEO,expn,isoform,tissue,sex,strain
ENSMUST00000114863.8,GSM2046099,3079,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046099,3079,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046099,3079,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046099,3079,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046099,3079,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046099,3079,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046099,3079,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046099,3079,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046099,1648,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046099,1648,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046099,1648,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046099,1648,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046099,1648,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046099,1648,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046099,1648,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046099,1648,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046099,19,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046099,19,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046099,19,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046099,19,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046099,19,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046099,19,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046099,19,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046099,19,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046106,5199,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046106,5199,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046106,5199,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046106,5199,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046106,5199,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046106,5199,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046106,5199,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046106,5199,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046106,5199,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046106,5199,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046106,5199,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046106,5199,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046106,5199,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046106,5199,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046106,3293,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046106,3293,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046106,3293,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046106,3293,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046106,3293,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046106,3293,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046106,3293,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046106,3293,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046106,3293,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046106,3293,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046106,3293,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046106,3293,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046106,3293,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046106,3293,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046106,40,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046106,40,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046106,40,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046106,40,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046106,40,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046106,40,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046106,40,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046106,40,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046106,40,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046106,40,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046106,40,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046106,40,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046106,40,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046106,40,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046107,4400,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046107,4400,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046107,4400,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046107,4400,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046107,4400,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046107,4400,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046107,4400,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046107,4400,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046107,4400,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046107,4400,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046107,4400,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046107,4400,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046107,4400,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046107,4400,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046107,2926,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046107,2926,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046107,2926,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046107,2926,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046107,2926,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046107,2926,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046107,2926,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046107,2926,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046107,2926,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046107,2926,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046107,2926,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046107,2926,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046107,2926,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046107,2926,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046107,58,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046107,58,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046107,58,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046107,58,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046107,58,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046107,58,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046107,58,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046107,58,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046107,58,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046107,58,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046107,58,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046107,58,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046107,58,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046107,58,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046104,5705,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046104,5705,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046104,5705,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046104,5705,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046104,5705,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046104,5705,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046104,5705,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046104,5705,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046104,5705,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046104,5705,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046104,5705,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046104,5705,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046104,5705,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046104,5705,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046104,5705,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046104,5705,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046104,2984,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046104,2984,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046104,2984,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046104,2984,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046104,2984,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046104,2984,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046104,2984,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046104,2984,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046104,2984,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046104,2984,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046104,2984,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046104,2984,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046104,2984,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046104,2984,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046104,2984,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046104,2984,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046104,44,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046104,44,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046104,44,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046104,44,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046104,44,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046104,44,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046104,44,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046104,44,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046104,44,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046104,44,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046104,44,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046104,44,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046104,44,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046104,44,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046104,44,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046104,44,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046105,2021,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046105,2021,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046105,2021,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046105,2021,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046105,2021,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046105,2021,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046105,996,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046105,996,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046105,996,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046105,996,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046105,996,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046105,996,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046105,15,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046105,15,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046105,15,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046105,15,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046105,15,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046105,15,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046102,2998,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046102,2998,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046102,2998,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046102,2998,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046102,2998,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046102,2998,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046102,1531,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046102,1531,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046102,1531,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046102,1531,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046102,1531,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046102,1531,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046102,23,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046102,23,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046102,23,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046102,23,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046102,23,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046102,23,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046103,9629,203,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114859.7,GSM2046103,7451,202,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000075076.4,GSM2046103,145,201,inguinal adipose tissue,male,C57BL/6J
ENSMUST00000114863.8,GSM2046100,4288,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046100,4288,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046100,4288,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046100,4288,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046100,4288,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046100,4288,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046100,4288,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046100,4288,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046100,4288,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046100,4288,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046100,4288,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046100,2177,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046100,2177,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046100,2177,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046100,2177,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046100,2177,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046100,2177,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046100,2177,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046100,2177,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046100,2177,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046100,2177,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046100,2177,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046100,25,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046100,25,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046100,25,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046100,25,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046100,25,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046100,25,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046100,25,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046100,25,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046100,25,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046100,25,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000075076.4,GSM2046100,25,201,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046101,2876,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046101,2876,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046101,2876,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046101,2876,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046101,2876,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046101,2876,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046101,2876,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046101,2876,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114863.8,GSM2046101,2876,203,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046101,2188,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046101,2188,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046101,2188,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046101,2188,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046101,2188,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046101,2188,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046101,2188,202,inguinal adipose tissue,female,C57BL/6J
ENSMUST00000114859.7,GSM2046101,2188,202,inguinal adipose tissue,female,C57BL/6J
